,id_x,player_fifa_api_id_x,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,id_y,player_name,player_fifa_api_id_y,height,weight,age
24274,24275,191431,46386,2013-09-20 00:00:00,69.0,71.0,left,medium,medium,72.0,48.0,67.0,68.0,21.0,65.0,72.0,68.0,66.0,67.0,70.0,73.0,71.0,69.0,63.0,77.0,82.0,83.0,68.0,72.0,71.0,66.0,62.0,63.0,31.0,70.0,71.0,62.0,11.0,11.0,14.0,8.0,8.0,1451,Bruno Teles,191431,182,165,27
24283,24284,202461,238851,2013-02-15 00:00:00,63.0,68.0,right,low,medium,43.0,33.0,65.0,64.0,31.0,57.0,63.0,50.0,59.0,61.0,61.0,66.0,61.0,65.0,62.0,57.0,71.0,52.0,71.0,52.0,68.0,68.0,43.0,51.0,49.0,65.0,66.0,58.0,15.0,9.0,5.0,14.0,10.0,1452,Bruno Turco,202461,180,170,22
24288,24289,200818,228982,2015-12-10 00:00:00,70.0,74.0,left,low,medium,16.0,43.0,67.0,60.0,25.0,44.0,44.0,42.0,54.0,56.0,43.0,58.0,34.0,62.0,45.0,64.0,61.0,54.0,80.0,38.0,72.0,75.0,33.0,52.0,43.0,73.0,71.0,67.0,16.0,15.0,14.0,11.0,15.0,1453,Bruno Uvini,200818,187,187,24
24306,24307,138985,32034,2010-02-22 00:00:00,64.0,76.0,right,,_0,22.0,25.0,27.0,23.0,,28.0,,11.0,60.0,31.0,40.0,34.0,,71.0,,43.0,,50.0,65.0,23.0,62.0,40.0,36.0,,48.0,24.0,32.0,,64.0,64.0,60.0,64.0,64.0,1454,Bruno Vale,138985,193,185,27
24311,24312,192521,163981,2013-06-14 00:00:00,65.0,65.0,right,medium,medium,19.0,7.0,7.0,22.0,8.0,9.0,11.0,17.0,14.0,12.0,23.0,21.0,45.0,58.0,67.0,6.0,76.0,29.0,39.0,8.0,38.0,28.0,12.0,9.0,24.0,7.0,11.0,8.0,63.0,66.0,63.0,67.0,65.0,1455,Bruno Verissimo,192521,172,176,37
24324,24325,164852,43294,2013-03-08 00:00:00,75.0,76.0,right,high,low,83.0,66.0,45.0,69.0,56.0,81.0,82.0,73.0,78.0,74.0,82.0,76.0,77.0,72.0,70.0,64.0,59.0,68.0,56.0,74.0,57.0,41.0,73.0,60.0,73.0,34.0,45.0,37.0,14.0,12.0,8.0,9.0,8.0,1456,Bruno Vilela Gama,164852,175,163,26
24335,24336,203864,193937,2016-01-21 00:00:00,74.0,84.0,right,medium,medium,54.0,69.0,76.0,77.0,62.0,74.0,35.0,39.0,71.0,72.0,79.0,78.0,78.0,72.0,66.0,75.0,64.0,79.0,60.0,67.0,76.0,74.0,77.0,72.0,70.0,72.0,75.0,74.0,12.0,9.0,12.0,9.0,13.0,1457,Bruno Zuculini,203864,182,163,23
24360,24361,138933,26408,2016-03-03 00:00:00,68.0,68.0,right,high,medium,66.0,61.0,53.0,66.0,67.0,68.0,72.0,71.0,56.0,72.0,68.0,67.0,81.0,65.0,69.0,69.0,43.0,66.0,76.0,73.0,52.0,35.0,68.0,73.0,74.0,16.0,46.0,41.0,12.0,16.0,8.0,15.0,6.0,1458,Bryan Bergougnoux,138933,177,174,33
24385,24386,208268,299799,2016-05-12 00:00:00,72.0,82.0,right,medium,medium,62.0,41.0,60.0,78.0,50.0,73.0,64.0,64.0,75.0,78.0,59.0,64.0,62.0,65.0,54.0,72.0,58.0,68.0,74.0,74.0,60.0,60.0,60.0,72.0,58.0,55.0,69.0,65.0,3.0,5.0,3.0,3.0,5.0,1459,Bryan Cristante,208268,185,172,21
24412,24413,199170,202633,2016-03-31 00:00:00,73.0,78.0,right,high,high,73.0,70.0,70.0,77.0,69.0,77.0,62.0,60.0,70.0,75.0,79.0,79.0,70.0,72.0,50.0,78.0,83.0,81.0,79.0,69.0,77.0,74.0,71.0,68.0,58.0,73.0,76.0,69.0,8.0,6.0,10.0,10.0,11.0,1460,Bryan Dabo,199170,187,174,24
24441,24442,229659,659493,2016-04-21 00:00:00,64.0,76.0,right,low,medium,55.0,41.0,55.0,69.0,48.0,65.0,56.0,47.0,65.0,67.0,65.0,69.0,72.0,58.0,78.0,57.0,64.0,67.0,55.0,54.0,62.0,57.0,54.0,66.0,43.0,50.0,62.0,56.0,7.0,12.0,6.0,8.0,10.0,1461,Bryan Heynen,229659,175,141,19
24448,24449,3148,23946,2012-02-22 00:00:00,59.0,59.0,right,medium,medium,61.0,47.0,38.0,65.0,49.0,53.0,64.0,45.0,61.0,58.0,50.0,51.0,64.0,67.0,69.0,46.0,72.0,57.0,46.0,41.0,51.0,52.0,56.0,72.0,48.0,33.0,44.0,41.0,6.0,10.0,9.0,5.0,6.0,1462,Bryan Hughes,3148,175,154,36
24454,24455,199386,147594,2016-02-11 00:00:00,72.0,75.0,right,high,medium,56.0,76.0,46.0,64.0,69.0,74.0,73.0,71.0,55.0,72.0,82.0,82.0,77.0,68.0,84.0,80.0,73.0,77.0,54.0,73.0,76.0,37.0,75.0,67.0,55.0,41.0,43.0,35.0,7.0,16.0,6.0,11.0,11.0,1463,Bryan Linssen,199386,170,141,26
24479,24480,198335,193859,2016-02-18 00:00:00,71.0,73.0,left,high,medium,72.0,61.0,48.0,68.0,58.0,75.0,59.0,63.0,64.0,73.0,79.0,73.0,79.0,72.0,79.0,66.0,82.0,79.0,58.0,59.0,72.0,69.0,66.0,66.0,56.0,73.0,72.0,70.0,11.0,12.0,8.0,10.0,16.0,1464,Bryan Oviedo,198335,172,143,26
24498,24499,216482,481694,2016-03-10 00:00:00,66.0,71.0,right,medium,medium,68.0,54.0,49.0,67.0,48.0,69.0,60.0,42.0,62.0,67.0,74.0,80.0,76.0,63.0,86.0,62.0,49.0,48.0,49.0,43.0,31.0,36.0,68.0,65.0,68.0,36.0,33.0,29.0,7.0,11.0,8.0,16.0,12.0,1465,Bryan Pele,216482,170,143,24
24509,24510,209892,206679,2016-05-05 00:00:00,74.0,78.0,right,medium,low,70.0,63.0,39.0,74.0,61.0,80.0,73.0,77.0,77.0,80.0,81.0,76.0,82.0,74.0,89.0,67.0,68.0,68.0,35.0,74.0,46.0,28.0,65.0,68.0,60.0,38.0,28.0,36.0,13.0,12.0,8.0,13.0,16.0,1466,Bryan Rabello,209892,165,141,22
24532,24533,214723,128298,2016-02-11 00:00:00,67.0,67.0,right,medium,medium,36.0,72.0,77.0,37.0,74.0,55.0,63.0,60.0,36.0,65.0,56.0,61.0,59.0,59.0,42.0,80.0,54.0,45.0,91.0,65.0,71.0,25.0,66.0,44.0,72.0,20.0,31.0,19.0,15.0,10.0,9.0,7.0,13.0,1467,Bryan Rodriguez,214723,190,201,30
24540,24541,176949,38229,2016-04-14 00:00:00,78.0,78.0,left,medium,low,79.0,71.0,79.0,81.0,82.0,85.0,83.0,74.0,75.0,85.0,68.0,69.0,79.0,79.0,71.0,77.0,56.0,68.0,61.0,76.0,33.0,49.0,78.0,82.0,71.0,45.0,57.0,48.0,9.0,7.0,12.0,7.0,6.0,1468,Bryan Ruiz,176949,187,172,31
24577,24578,229212,179208,2016-04-21 00:00:00,65.0,70.0,right,high,high,54.0,35.0,65.0,68.0,44.0,65.0,65.0,58.0,65.0,66.0,65.0,68.0,59.0,63.0,65.0,79.0,73.0,79.0,81.0,71.0,87.0,63.0,58.0,63.0,40.0,52.0,67.0,67.0,8.0,8.0,6.0,7.0,6.0,1469,Bryan Smeets,229212,182,187,24
24583,24584,206040,303179,2016-04-28 00:00:00,70.0,73.0,left,high,medium,68.0,48.0,59.0,64.0,40.0,64.0,60.0,56.0,61.0,66.0,78.0,77.0,75.0,69.0,79.0,64.0,83.0,76.0,73.0,62.0,70.0,66.0,61.0,58.0,43.0,69.0,71.0,72.0,15.0,13.0,8.0,8.0,6.0,1470,Bryan Verboom,206040,175,163,24
24601,24602,199933,164147,2014-10-02 00:00:00,65.0,70.0,right,medium,high,37.0,35.0,73.0,52.0,32.0,32.0,43.0,30.0,48.0,50.0,33.0,33.0,44.0,61.0,50.0,47.0,34.0,53.0,84.0,39.0,73.0,64.0,24.0,47.0,44.0,65.0,67.0,62.0,5.0,6.0,13.0,14.0,11.0,1471,Bura,199933,193,187,26
24611,24612,193306,177083,2011-02-22 00:00:00,66.0,77.0,left,,_0,62.0,53.0,32.0,64.0,54.0,73.0,74.0,70.0,57.0,71.0,74.0,76.0,77.0,63.0,51.0,72.0,43.0,65.0,47.0,48.0,36.0,39.0,58.0,54.0,59.0,12.0,18.0,19.0,11.0,15.0,11.0,13.0,10.0,1472,Burak Kaplan,193306,167,141,21
24615,24616,215644,452243,2016-03-31 00:00:00,70.0,79.0,right,medium,low,75.0,71.0,55.0,74.0,52.0,76.0,77.0,64.0,64.0,77.0,71.0,70.0,54.0,59.0,62.0,55.0,58.0,54.0,53.0,66.0,33.0,18.0,66.0,67.0,63.0,24.0,28.0,21.0,6.0,8.0,10.0,12.0,10.0,1473,Burgui,215644,182,157,23
24634,24635,186539,113235,2015-12-03 00:00:00,61.0,61.0,left,medium,medium,57.0,42.0,57.0,65.0,48.0,51.0,48.0,53.0,59.0,58.0,53.0,66.0,65.0,64.0,70.0,64.0,68.0,79.0,65.0,48.0,66.0,64.0,60.0,62.0,55.0,63.0,71.0,59.0,13.0,16.0,11.0,16.0,13.0,1474,Burim Kukeli,186539,180,159,31
24653,24654,139550,23254,2010-02-22 00:00:00,63.0,67.0,left,,_0,61.0,59.0,63.0,63.0,,63.0,,57.0,58.0,62.0,63.0,63.0,,69.0,,66.0,,67.0,62.0,65.0,40.0,58.0,60.0,,65.0,37.0,56.0,,13.0,23.0,58.0,23.0,23.0,1475,Burton O'Brien,139550,177,163,29
24658,24659,179982,67008,2015-12-03 00:00:00,65.0,66.0,right,medium,medium,57.0,46.0,74.0,72.0,44.0,59.0,32.0,40.0,65.0,65.0,67.0,67.0,70.0,60.0,76.0,69.0,75.0,61.0,78.0,61.0,75.0,69.0,71.0,65.0,45.0,64.0,70.0,59.0,7.0,16.0,16.0,13.0,11.0,1476,Cabral,179982,180,176,27
24680,24681,138350,27578,2012-02-22 00:00:00,68.0,68.0,right,high,low,68.0,64.0,63.0,69.0,70.0,69.0,60.0,59.0,66.0,73.0,74.0,69.0,91.0,65.0,79.0,64.0,60.0,60.0,45.0,73.0,52.0,44.0,65.0,62.0,60.0,24.0,35.0,25.0,12.0,12.0,8.0,15.0,6.0,1477,Caca,138350,170,146,30
24689,24690,101378,27642,2014-04-04 00:00:00,75.0,75.0,right,high,medium,59.0,76.0,70.0,74.0,74.0,78.0,77.0,66.0,54.0,77.0,76.0,74.0,75.0,77.0,64.0,77.0,82.0,67.0,66.0,78.0,62.0,37.0,76.0,67.0,60.0,25.0,24.0,23.0,5.0,13.0,12.0,11.0,14.0,1478,Cacau,101378,177,163,33
24706,24707,20686,25908,2015-04-10 00:00:00,69.0,69.0,right,medium,high,48.0,43.0,74.0,58.0,50.0,46.0,32.0,44.0,50.0,54.0,63.0,59.0,60.0,65.0,62.0,64.0,84.0,70.0,81.0,51.0,84.0,70.0,43.0,52.0,64.0,69.0,66.0,60.0,5.0,5.0,12.0,6.0,13.0,1479,Cadu,20686,182,170,34
24709,24710,199931,163840,2015-04-17 00:00:00,66.0,72.0,right,high,medium,57.0,52.0,45.0,61.0,55.0,70.0,61.0,53.0,55.0,67.0,90.0,80.0,92.0,62.0,92.0,56.0,54.0,68.0,30.0,50.0,37.0,32.0,62.0,60.0,65.0,20.0,20.0,25.0,10.0,9.0,8.0,9.0,10.0,1480,Caetano,199931,165,123,24
24728,24729,218623,361768,2016-05-12 00:00:00,72.0,76.0,right,medium,high,50.0,68.0,71.0,72.0,72.0,70.0,54.0,46.0,67.0,72.0,68.0,64.0,55.0,70.0,64.0,84.0,59.0,82.0,84.0,73.0,87.0,68.0,68.0,54.0,70.0,68.0,76.0,70.0,11.0,9.0,13.0,12.0,11.0,1481,Cafu,218623,182,185,23
24751,24752,144333,42221,2010-08-30 00:00:00,71.0,74.0,right,None,o,38.0,28.0,74.0,63.0,29.0,48.0,20.0,77.0,61.0,60.0,63.0,62.0,61.0,68.0,74.0,78.0,75.0,71.0,76.0,65.0,85.0,63.0,28.0,68.0,66.0,70.0,72.0,59.0,7.0,11.0,6.0,6.0,15.0,1482,Cagdas Atan,144333,182,170,30
24756,24757,164234,80564,2015-09-25 00:00:00,74.0,74.0,right,medium,low,75.0,72.0,74.0,74.0,71.0,78.0,83.0,82.0,70.0,78.0,75.0,77.0,63.0,71.0,58.0,82.0,68.0,56.0,79.0,82.0,65.0,59.0,77.0,74.0,66.0,12.0,18.0,22.0,14.0,15.0,15.0,14.0,6.0,1483,Caio,164234,185,187,29
24791,24792,189196,150922,2016-04-21 00:00:00,73.0,74.0,right,medium,low,67.0,71.0,77.0,72.0,60.0,73.0,68.0,48.0,64.0,72.0,78.0,88.0,75.0,73.0,65.0,76.0,90.0,81.0,78.0,67.0,68.0,49.0,69.0,72.0,61.0,17.0,24.0,22.0,13.0,7.0,15.0,7.0,15.0,1484,Caiuby,189196,182,187,28
24817,24818,186519,112205,2015-11-26 00:00:00,73.0,75.0,right,high,high,59.0,46.0,76.0,74.0,47.0,57.0,77.0,37.0,70.0,70.0,64.0,66.0,64.0,69.0,59.0,70.0,83.0,66.0,69.0,61.0,74.0,77.0,36.0,47.0,46.0,70.0,74.0,74.0,15.0,8.0,14.0,15.0,10.0,1485,Cala,186519,187,159,26
24843,24844,139461,23563,2013-11-29 00:00:00,64.0,64.0,right,high,low,44.0,60.0,65.0,50.0,49.0,60.0,36.0,40.0,30.0,65.0,71.0,72.0,62.0,66.0,48.0,72.0,61.0,63.0,88.0,59.0,52.0,41.0,62.0,36.0,51.0,21.0,21.0,25.0,12.0,5.0,12.0,14.0,8.0,1486,Caleb Folan,139461,187,179,31
24856,24857,226736,642604,2016-02-04 00:00:00,62.0,72.0,left,high,medium,56.0,63.0,46.0,56.0,53.0,67.0,56.0,40.0,45.0,64.0,74.0,71.0,62.0,70.0,68.0,74.0,48.0,41.0,57.0,49.0,29.0,22.0,56.0,49.0,66.0,30.0,30.0,30.0,9.0,11.0,7.0,10.0,13.0,1487,Caleb Gomina,226736,177,161,20
24860,24861,187619,131117,2015-05-29 00:00:00,63.0,64.0,right,medium,medium,25.0,25.0,25.0,33.0,25.0,25.0,25.0,25.0,26.0,28.0,36.0,38.0,40.0,53.0,34.0,22.0,59.0,36.0,81.0,25.0,29.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,65.0,60.0,67.0,65.0,66.0,1488,Caleb Patterson-Sewell,187619,190,192,28
24873,24874,197970,201733,2015-02-06 00:00:00,62.0,68.0,left,medium,medium,45.0,63.0,65.0,60.0,56.0,59.0,44.0,39.0,56.0,62.0,59.0,60.0,54.0,59.0,60.0,56.0,72.0,65.0,75.0,59.0,70.0,47.0,69.0,45.0,49.0,49.0,34.0,29.0,8.0,8.0,9.0,6.0,6.0,1489,Callum Ball,197970,190,163,23
24890,24891,201078,195283,2016-04-07 00:00:00,65.0,69.0,left,high,medium,64.0,45.0,66.0,60.0,12.0,62.0,58.0,57.0,56.0,61.0,73.0,75.0,72.0,64.0,61.0,52.0,78.0,79.0,70.0,55.0,72.0,59.0,15.0,35.0,34.0,64.0,64.0,59.0,15.0,11.0,15.0,15.0,12.0,1490,Callum Booth,201078,180,165,25
24904,24905,1860,23186,2014-03-07 00:00:00,59.0,59.0,left,medium,high,63.0,23.0,59.0,63.0,20.0,60.0,58.0,52.0,58.0,63.0,32.0,33.0,61.0,53.0,71.0,62.0,71.0,62.0,71.0,55.0,62.0,59.0,27.0,48.0,58.0,62.0,61.0,56.0,10.0,6.0,10.0,14.0,15.0,1491,Callum Davidson,1860,177,185,38
24920,24921,211093,111060,2016-06-16 00:00:00,67.0,75.0,left,high,high,58.0,63.0,42.0,70.0,48.0,70.0,59.0,45.0,62.0,68.0,70.0,65.0,68.0,61.0,72.0,64.0,53.0,66.0,56.0,68.0,59.0,23.0,64.0,65.0,58.0,40.0,41.0,44.0,15.0,10.0,8.0,8.0,13.0,1492,Callum McGregor,211093,177,148,23
24942,24943,190852,172841,2016-04-28 00:00:00,73.0,77.0,right,high,medium,63.0,70.0,37.0,67.0,55.0,81.0,39.0,36.0,56.0,76.0,79.0,76.0,82.0,67.0,75.0,64.0,34.0,61.0,57.0,57.0,71.0,29.0,72.0,72.0,64.0,30.0,17.0,14.0,10.0,13.0,15.0,14.0,10.0,1493,Callum McManaman,190852,175,157,25
24966,24967,186370,211849,2016-03-10 00:00:00,64.0,66.0,right,medium,medium,33.0,26.0,63.0,51.0,24.0,46.0,22.0,22.0,46.0,58.0,70.0,69.0,54.0,54.0,32.0,48.0,70.0,32.0,78.0,31.0,66.0,54.0,19.0,21.0,36.0,67.0,66.0,64.0,7.0,7.0,16.0,9.0,13.0,1494,Callum Morris,186370,190,183,26
24976,24977,210724,355739,2016-01-21 00:00:00,67.0,77.0,right,high,medium,66.0,59.0,76.0,60.0,49.0,62.0,48.0,32.0,58.0,63.0,80.0,84.0,66.0,56.0,60.0,72.0,92.0,88.0,90.0,50.0,90.0,59.0,63.0,53.0,46.0,61.0,65.0,63.0,7.0,10.0,12.0,16.0,11.0,1495,Callum Paterson,210724,187,168,22
24994,24995,205349,287900,2014-02-07 00:00:00,57.0,68.0,right,medium,high,44.0,33.0,55.0,63.0,43.0,62.0,46.0,45.0,60.0,64.0,70.0,63.0,60.0,62.0,71.0,55.0,62.0,51.0,71.0,38.0,58.0,62.0,44.0,48.0,53.0,53.0,58.0,53.0,11.0,9.0,13.0,14.0,9.0,1496,Callum Tapping,205349,177,154,21
25006,25007,196978,184321,2015-09-25 00:00:00,75.0,81.0,right,high,medium,52.0,79.0,62.0,70.0,65.0,73.0,62.0,45.0,60.0,75.0,93.0,90.0,81.0,70.0,79.0,69.0,66.0,77.0,81.0,64.0,73.0,40.0,77.0,71.0,75.0,20.0,39.0,25.0,10.0,15.0,8.0,10.0,6.0,1497,Callum Wilson,196978,180,146,23
25027,25028,196940,166423,2016-03-10 00:00:00,62.0,66.0,right,medium,medium,19.0,15.0,62.0,63.0,34.0,56.0,24.0,19.0,53.0,58.0,66.0,65.0,57.0,56.0,52.0,52.0,73.0,72.0,80.0,24.0,81.0,63.0,15.0,33.0,36.0,60.0,67.0,64.0,7.0,16.0,16.0,10.0,14.0,1498,Calum Butcher,196940,187,183,25
25043,25044,205989,425255,2016-02-18 00:00:00,72.0,82.0,right,medium,medium,70.0,47.0,65.0,73.0,49.0,68.0,59.0,49.0,65.0,73.0,64.0,68.0,66.0,65.0,61.0,52.0,67.0,73.0,72.0,56.0,83.0,68.0,54.0,54.0,54.0,75.0,78.0,77.0,11.0,14.0,12.0,7.0,12.0,1499,Calum Chambers,205989,182,146,21
25070,25071,138430,37277,2010-02-22 00:00:00,70.0,77.0,right,,_0,33.0,35.0,78.0,55.0,,39.0,,37.0,50.0,51.0,64.0,69.0,,64.0,,40.0,,78.0,79.0,42.0,66.0,69.0,68.0,,65.0,61.0,75.0,,11.0,22.0,50.0,22.0,22.0,1500,Calum Davenport,138430,193,194,27
25078,25079,164765,38763,2011-08-30 00:00:00,63.0,67.0,right,low,low,52.0,63.0,64.0,62.0,42.0,61.0,60.0,61.0,47.0,64.0,71.0,64.0,72.0,60.0,64.0,65.0,62.0,59.0,69.0,61.0,62.0,44.0,69.0,59.0,64.0,11.0,34.0,17.0,9.0,12.0,6.0,8.0,5.0,1501,Calum Elliot,164765,182,174,24
25086,25087,226479,620128,2016-03-10 00:00:00,53.0,66.0,right,medium,medium,39.0,33.0,52.0,61.0,37.0,45.0,42.0,43.0,59.0,49.0,67.0,63.0,57.0,57.0,59.0,56.0,62.0,60.0,56.0,42.0,57.0,42.0,57.0,50.0,41.0,41.0,46.0,47.0,7.0,6.0,13.0,12.0,14.0,1502,Calvin Colquhoun,226479,182,168,20
25092,25093,184002,110138,2011-02-22 00:00:00,68.0,70.0,left,None,o,59.0,23.0,52.0,51.0,26.0,57.0,30.0,17.0,47.0,63.0,73.0,78.0,67.0,69.0,65.0,61.0,71.0,71.0,74.0,23.0,72.0,65.0,42.0,58.0,35.0,73.0,70.0,74.0,15.0,10.0,8.0,11.0,13.0,1503,Calvin Jong-a-Pin,184002,182,165,25
25098,25099,200348,206738,2011-02-22 00:00:00,68.0,71.0,right,,_0,48.0,67.0,65.0,54.0,67.0,57.0,41.0,45.0,52.0,55.0,75.0,72.0,69.0,78.0,76.0,79.0,78.0,83.0,88.0,64.0,66.0,27.0,53.0,43.0,46.0,21.0,18.0,13.0,12.0,5.0,9.0,12.0,15.0,1504,Calvin Kadi,200348,180,148,24
25101,25102,223687,179201,2015-09-21 00:00:00,66.0,68.0,right,medium,medium,39.0,35.0,65.0,66.0,36.0,57.0,35.0,30.0,77.0,60.0,65.0,69.0,49.0,53.0,63.0,47.0,60.0,63.0,76.0,38.0,49.0,73.0,43.0,38.0,41.0,63.0,70.0,68.0,9.0,16.0,11.0,8.0,15.0,1505,Calvin Mac-Intosh,223687,180,172,26
25106,25107,152699,23692,2015-02-13 00:00:00,60.0,60.0,right,medium,medium,38.0,62.0,67.0,55.0,57.0,55.0,46.0,42.0,35.0,57.0,64.0,60.0,45.0,51.0,56.0,65.0,70.0,72.0,91.0,43.0,68.0,24.0,58.0,56.0,62.0,39.0,30.0,32.0,14.0,12.0,14.0,7.0,7.0,1506,Calvin Zola Makongo,152699,190,201,31
25127,25128,9723,32566,2013-02-15 00:00:00,71.0,71.0,right,medium,medium,67.0,59.0,62.0,74.0,64.0,73.0,67.0,69.0,71.0,73.0,64.0,54.0,71.0,72.0,75.0,67.0,65.0,53.0,55.0,67.0,54.0,48.0,68.0,75.0,74.0,29.0,22.0,24.0,13.0,8.0,10.0,7.0,5.0,1507,Camel Meriem,9723,175,154,34
25136,25137,167834,32713,2015-02-27 00:00:00,64.0,64.0,right,medium,medium,25.0,25.0,25.0,31.0,25.0,25.0,25.0,25.0,31.0,23.0,33.0,39.0,34.0,52.0,52.0,26.0,67.0,25.0,72.0,25.0,36.0,21.0,25.0,25.0,35.0,25.0,25.0,25.0,66.0,62.0,59.0,63.0,67.0,1508,Cameron Bell,167834,180,174,29
25153,25154,231535,693138,2016-02-11 00:00:00,67.0,79.0,left,medium,medium,73.0,34.0,65.0,69.0,39.0,64.0,74.0,37.0,62.0,65.0,74.0,72.0,56.0,55.0,62.0,45.0,73.0,68.0,64.0,35.0,57.0,62.0,43.0,50.0,46.0,63.0,74.0,69.0,6.0,11.0,8.0,11.0,9.0,1509,Cameron Borthwick-Jackson,231535,187,181,19
25157,25158,220940,562593,2016-05-12 00:00:00,60.0,74.0,right,high,medium,63.0,45.0,48.0,68.0,52.0,59.0,65.0,65.0,69.0,61.0,67.0,69.0,69.0,53.0,67.0,53.0,56.0,48.0,56.0,40.0,49.0,28.0,45.0,69.0,53.0,44.0,47.0,61.0,12.0,7.0,8.0,8.0,12.0,1510,Cameron Brannagan,220940,180,157,20
25167,25168,165191,31953,2016-05-12 00:00:00,73.0,73.0,right,medium,high,51.0,73.0,73.0,71.0,67.0,71.0,66.0,64.0,53.0,66.0,78.0,86.0,75.0,70.0,65.0,81.0,82.0,77.0,81.0,70.0,76.0,55.0,71.0,67.0,70.0,34.0,42.0,32.0,13.0,16.0,16.0,16.0,13.0,1511,Cameron Jerome,165191,185,187,30
25200,25201,215419,448810,2016-04-07 00:00:00,55.0,67.0,right,high,medium,43.0,23.0,43.0,51.0,23.0,54.0,31.0,30.0,29.0,42.0,70.0,71.0,62.0,47.0,65.0,34.0,57.0,71.0,57.0,28.0,47.0,52.0,45.0,41.0,38.0,52.0,59.0,58.0,11.0,7.0,10.0,8.0,11.0,1512,Cameron Kerr,215419,180,165,21
25207,25208,208691,315888,2016-04-28 00:00:00,63.0,73.0,right,medium,medium,26.0,67.0,63.0,63.0,41.0,64.0,34.0,28.0,58.0,67.0,73.0,74.0,72.0,50.0,75.0,64.0,67.0,65.0,36.0,62.0,35.0,12.0,56.0,60.0,57.0,19.0,18.0,20.0,7.0,7.0,6.0,10.0,14.0,1513,Cameron Smith,208691,175,134,21
25221,25222,191058,45335,2011-02-22 00:00:00,67.0,72.0,left,,_0,69.0,59.0,56.0,66.0,58.0,65.0,62.0,65.0,63.0,65.0,71.0,76.0,72.0,65.0,63.0,67.0,60.0,70.0,64.0,64.0,61.0,56.0,65.0,62.0,49.0,55.0,58.0,54.0,11.0,13.0,8.0,11.0,7.0,1514,Camora,191058,177,150,25
25227,25228,163016,43305,2010-02-22 00:00:00,64.0,71.0,right,,_0,71.0,53.0,46.0,65.0,,70.0,,60.0,60.0,74.0,74.0,75.0,,70.0,,56.0,,62.0,63.0,66.0,76.0,56.0,59.0,,48.0,61.0,64.0,,12.0,21.0,60.0,21.0,21.0,1515,Candido Costa,163016,177,161,29
25232,25233,205926,292769,2016-04-14 00:00:00,69.0,73.0,left,high,medium,72.0,43.0,36.0,64.0,52.0,72.0,72.0,64.0,66.0,70.0,78.0,79.0,74.0,59.0,77.0,76.0,65.0,80.0,67.0,68.0,73.0,67.0,60.0,58.0,71.0,67.0,69.0,71.0,15.0,10.0,7.0,10.0,9.0,1516,Caner Cavlan,205926,175,161,24
25241,25242,110026,37480,2016-02-04 00:00:00,74.0,74.0,right,high,low,75.0,70.0,48.0,74.0,68.0,79.0,78.0,62.0,72.0,82.0,72.0,75.0,67.0,63.0,68.0,72.0,66.0,62.0,61.0,78.0,62.0,45.0,76.0,72.0,70.0,45.0,46.0,40.0,9.0,12.0,7.0,16.0,7.0,1517,Cani,110026,180,165,35
25262,25263,189219,20323,2008-08-30 00:00:00,67.0,71.0,right,,_0,62.0,62.0,62.0,67.0,,58.0,,54.0,61.0,66.0,62.0,68.0,,68.0,,64.0,,65.0,62.0,61.0,64.0,66.0,71.0,,65.0,72.0,70.0,,7.0,22.0,61.0,22.0,22.0,1518,Carciano,189219,177,163,27
25264,25265,163158,23371,2016-03-17 00:00:00,63.0,63.0,left,medium,high,55.0,31.0,64.0,58.0,31.0,56.0,49.0,34.0,56.0,58.0,59.0,61.0,57.0,59.0,62.0,52.0,78.0,74.0,78.0,34.0,81.0,61.0,39.0,46.0,29.0,65.0,66.0,69.0,9.0,8.0,6.0,14.0,6.0,1519,Carl Dickinson,163158,185,198,29
25295,25296,172210,49562,2013-02-15 00:00:00,60.0,66.0,right,high,medium,43.0,61.0,48.0,53.0,56.0,58.0,37.0,56.0,41.0,58.0,67.0,68.0,57.0,61.0,71.0,64.0,62.0,67.0,73.0,53.0,72.0,18.0,61.0,54.0,69.0,15.0,17.0,14.0,12.0,14.0,8.0,11.0,12.0,1520,Carl Finnigan,172210,180,163,27
25304,25305,5461,36832,2015-04-10 00:00:00,66.0,66.0,right,medium,high,64.0,36.0,71.0,63.0,31.0,41.0,41.0,52.0,61.0,56.0,46.0,48.0,39.0,57.0,43.0,72.0,46.0,63.0,80.0,43.0,71.0,76.0,56.0,58.0,71.0,63.0,66.0,64.0,14.0,14.0,5.0,7.0,5.0,1521,Carl Hoefkens,5461,185,181,37
25326,25327,200841,214685,2016-06-09 00:00:00,72.0,75.0,right,high,high,73.0,41.0,60.0,69.0,60.0,68.0,60.0,52.0,64.0,68.0,72.0,80.0,62.0,70.0,68.0,72.0,66.0,78.0,74.0,41.0,71.0,69.0,67.0,62.0,49.0,74.0,75.0,74.0,12.0,15.0,15.0,11.0,12.0,1522,Carl Jenkinson,200841,185,170,24
